sno,Date_Full,Station_City,Station_State,Data_Temperature_Avg_Temp,Data_Temperature_Max_Temp,Data_Temperature_Min_Temp
1,03/01/2016,Birmingham,Alabama,39,46,32
2,03/01/2016,Huntsville,Alabama,39,47,31
3,03/01/2016,Mobile,Alabama,46,51,41
4,03/01/2016,Montgomery,Alabama,45,52,38
5,03/01/2016,Anchorage,Alaska,34,38,29
6,03/01/2016,Annette,Alaska,38,44,31
7,03/01/2016,Bethel,Alaska,30,36,24
8,03/01/2016,Bettles,Alaska,22,32,9
9,03/01/2016,Cold Bay,Alaska,34,36,31
10,03/01/2016,Cordova,Alaska,38,43,33
11,03/01/2016,Delta Junction/Ft Greely,Alaska,31,39,23
12,03/01/2016,Fairbanks,Alaska,14,30,4
13,03/01/2016,Gulkana,Alaska,27,34,19
14,03/01/2016,Homer,Alaska,39,42,35
15,03/01/2016,Iliamna,Alaska,40,42,37
16,03/01/2016,Juneau,Alaska,36,40,31
17,03/01/2016,Kenai,Alaska,34,37,30
18,03/01/2016,Ketchikan,Alaska,37,41,33
19,03/01/2016,King Salmon,Alaska,39,42,35
20,03/01/2016,Kodiak,Alaska,40,42,36
21,03/01/2016,Kotzebue,Alaska,27,33,20
22,03/01/2016,Mc Grath,Alaska,30,39,20
23,03/01/2016,Nome,Alaska,29,32,25
24,03/01/2016,Northway,Alaska,0,8,-9
25,03/01/2016,Palmer,Alaska,37,42,32
26,03/01/2016,Petersburg,Alaska,60,60,60
27,03/01/2016,Puntilla Lake,Alaska,60,60,60
28,03/01/2016,Shemya,Alaska,60,60,60
29,03/01/2016,Sitka,Alaska,43,46,39
30,03/01/2016,Skagway,Alaska,38,42,33
31,03/01/2016,St Paul Island,Alaska,32,35,29
32,03/01/2016,Talkeetna,Alaska,32,39,23
33,03/01/2016,Tanana,Alaska,21,29,13
34,03/01/2016,Utqiagvik (Barrow),Alaska,6,9,2
35,03/01/2016,Yakutat,Alaska,36,40,32
36,03/01/2016,Douglas Bisbee,Arizona,41,57,24
37,03/01/2016,Kingman,Arizona,40,54,25
38,03/01/2016,Phoenix,Arizona,58,69,45
39,03/01/2016,Tucson,Arizona,56,69,43
40,03/01/2016,Winslow,Arizona,29,42,15
41,03/01/2016,Fort Smith,Arkansas,39,51,27
42,03/01/2016,Harrison,Arkansas,38,48,27
43,03/01/2016,North Little Rock,Arkansas,42,49,34
44,03/01/2016,Bakersfield,California,47,60,33
45,03/01/2016,Bishop,California,27,42,12
46,03/01/2016,China Lake,California,35,49,21
47,03/01/2016,Concord,California,44,51,37
48,03/01/2016,Eureka,California,44,53,33
49,03/01/2016,Fresno,California,46,55,36
50,03/01/2016,Hayward,California,47,53,41
51,03/01/2016,Long Beach,California,54,65,43
52,03/01/2016,Los Angeles,California,55,63,45
53,03/01/2016,Red Bluff,California,44,50,36
54,03/01/2016,Redding,California,45,51,38
55,03/01/2016,Sacramento,California,44,52,34
56,03/01/2016,Salinas,California,49,57,41
57,03/01/2016,San Diego,California,55,64,45
58,03/01/2016,San Francisco,California,46,51,41
59,03/01/2016,Sandberg,California,39,44,33
60,03/01/2016,Santa Barbara,California,51,62,39
61,03/01/2016,Santa Maria,California,51,63,37
62,03/01/2016,Stockton,California,42,51,33
63,03/01/2016,Alamosa,Colorado,14,33,-5
64,03/01/2016,Colorado Springs,Colorado,28,45,9
65,03/01/2016,Craig,Colorado,-10,3,-23
66,03/01/2016,Denver,Colorado,27,40,12
67,03/01/2016,Grand Junction,Colorado,14,24,4
68,03/01/2016,Pueblo,Colorado,26,47,4
69,03/01/2016,Bridgeport,Connecticut,38,43,32
70,03/01/2016,Windsor Locks,Connecticut,34,40,27
71,03/01/2016,Newark,DE,37,46,27
72,03/01/2016,Wilmington,Delaware,37,46,27
73,03/01/2016,Daytona Beach,Florida,63,68,58
74,03/01/2016,Fort Lauderdale,Florida,76,82,70
75,03/01/2016,Gainesville,Florida,56,62,51
76,03/01/2016,Jacksonville,Florida,56,61,50
77,03/01/2016,Key West,Florida,79,82,74
78,03/01/2016,Miami,Florida,76,82,70
79,03/01/2016,Orlando,Florida,65,72,57
80,03/01/2016,Pensacola,Florida,48,52,44
81,03/01/2016,Tallahassee,Florida,53,57,48
82,03/01/2016,Tampa,Florida,66,71,59
83,03/01/2016,Vero Beach,Florida,69,74,62
84,03/01/2016,West Palm Beach,Florida,74,80,67
85,03/01/2016,Alma,Georgia,51,58,47
86,03/01/2016,Athens,Georgia,45,54,36
87,03/01/2016,Atlanta,Georgia,42,48,36
88,03/01/2016,Augusta,Georgia,48,56,41
89,03/01/2016,Macon,Georgia,47,53,40
90,03/01/2016,Savannah,Georgia,56,62,49
91,03/01/2016,Hilo,Hawaii,73,81,65
92,03/01/2016,Honolulu,Hawaii,73,81,64
93,03/01/2016,Kahului,Hawaii,71,80,60
94,03/01/2016,Kaunakakai,Hawaii,72,79,64
95,03/01/2016,Lihue,Hawaii,70,79,60
96,03/01/2016,Boise,Idaho,15,23,7
97,03/01/2016,Lewiston,Idaho,21,29,12
98,03/01/2016,Pocatello,Idaho,8,21,-4
99,03/01/2016,Chicago,Illinois,25,30,20
100,03/01/2016,Moline,Illinois,25,31,19
101,03/01/2016,Peoria,Illinois,29,35,22
102,03/01/2016,Quincy,Illinois,29,35,22
103,03/01/2016,Rockford,Illinois,24,30,18
104,03/01/2016,Springfield,Illinois,31,37,24
105,03/01/2016,Evansville,Indiana,35,43,27
106,03/01/2016,Fort Wayne,Indiana,29,31,25
107,03/01/2016,Indianapolis,Indiana,29,34,24
108,03/01/2016,South Bend,Indiana,27,30,23
109,03/01/2016,Cedar Rapids,Iowa,22,28,15
110,03/01/2016,Des Moines,Iowa,24,32,16
111,03/01/2016,Dubuque,Iowa,21,27,14
112,03/01/2016,Sioux City,Iowa,21,31,11
113,03/01/2016,Waterloo,Iowa,22,29,13
114,03/01/2016,Concordia,Kansas,31,43,18
115,03/01/2016,Dodge City,Kansas,31,46,16
116,03/01/2016,Goodland,Kansas,30,46,13
117,03/01/2016,Medicine Lodge,Kansas,34,49,19
118,03/01/2016,Topeka,Kansas,32,43,22
119,03/01/2016,Wichita,Kansas,33,45,21
120,03/01/2016,Covington,Kentucky,33,39,27
121,03/01/2016,Jackson,Kentucky,37,45,28
122,03/01/2016,Lexington,Kentucky,35,42,27
123,03/01/2016,Louisville,Kentucky,38,45,31
124,03/01/2016,Paducah,Kentucky,36,47,25
125,03/01/2016,Baton Rouge,Louisiana,47,53,40
126,03/01/2016,Lake Charles,Louisiana,47,52,43
127,03/01/2016,New Orleans,Louisiana,50,54,46
128,03/01/2016,Shreveport,Louisiana,46,53,39
129,03/01/2016,Slidell,Louisiana,47,53,42
130,03/01/2016,Bangor,Maine,29,35,22
131,03/01/2016,Caribou,Maine,23,29,17
132,03/01/2016,Portland,Maine,34,39,28
133,03/01/2016,Baltimore,Maryland,37,48,26
134,03/01/2016,Salisbury,Maryland,38,48,28
135,03/01/2016,Boston,Massachusetts,37,41,31
136,03/01/2016,Milton,Massachusetts,60,60,60
137,03/01/2016,Worcester,Massachusetts,31,35,26
138,03/01/2016,Alpena,Michigan,27,32,21
139,03/01/2016,Detroit,Michigan,32,36,27
140,03/01/2016,Flint,Michigan,31,34,27
141,03/01/2016,Grand Rapids,Michigan,30,33,26
142,03/01/2016,Houghton Lake,Michigan,26,30,21
143,03/01/2016,Lansing,Michigan,29,32,25
144,03/01/2016,Marquette,Michigan,23,27,18
145,03/01/2016,Muskegon,Michigan,31,35,27
146,03/01/2016,Sault Ste Marie,Michigan,24,31,17
147,03/01/2016,Duluth,Minnesota,22,27,17
148,03/01/2016,International Falls,Minnesota,21,25,15
149,03/01/2016,Minneapolis,Minnesota,23,30,16
150,03/01/2016,Rochester,Minnesota,19,26,13
151,03/01/2016,St Cloud,Minnesota,20,29,10
152,03/01/2016,Greenville,Mississippi,42,48,35
153,03/01/2016,Greenwood,Mississippi,40,48,32
154,03/01/2016,Gulfport,Mississippi,47,52,42
155,03/01/2016,Hattiesburg,Mississippi,46,51,40
156,03/01/2016,Jackson,Mississippi,44,50,38
157,03/01/2016,Meridian,Mississippi,43,49,36
158,03/01/2016,Tupelo,Mississippi,40,50,31
159,03/01/2016,Cape Girardeau,Missouri,37,46,27
160,03/01/2016,Columbia,Missouri,33,41,24
161,03/01/2016,Kansas City,Missouri,29,38,20
162,03/01/2016,Rolla/Vichy,Missouri,33,41,24
163,03/01/2016,Springfield,Missouri,35,45,23
164,03/01/2016,St Joseph,Missouri,26,36,16
165,03/01/2016,St Louis,Missouri,36,43,29
166,03/01/2016,Billings,Montana,23,29,16
167,03/01/2016,Butte,Montana,0,13,-12
168,03/01/2016,Cut Bank,Montana,8,22,-6
169,03/01/2016,Dillon,Montana,7,16,-2
170,03/01/2016,Glasgow,Montana,8,18,-1
171,03/01/2016,Great Falls,Montana,17,27,7
172,03/01/2016,Havre,Montana,10,20,0
173,03/01/2016,Helena,Montana,3,12,-5
174,03/01/2016,Kalispell,Montana,6,16,-3
175,03/01/2016,Miles City,Montana,19,31,6
176,03/01/2016,Missoula,Montana,7,16,-2
177,03/01/2016,Grand Island,Nebraska,26,37,15
178,03/01/2016,Lincoln,Nebraska,26,36,16
179,03/01/2016,Norfolk,Nebraska,22,32,12
180,03/01/2016,North Platte,Nebraska,26,43,8
181,03/01/2016,Omaha,Nebraska,22,31,12
182,03/01/2016,Scottsbluff,Nebraska,18,31,5
183,03/01/2016,Sidney,Nebraska,21,33,8
184,03/01/2016,Valentine,Nebraska,20,34,7
185,03/01/2016,Ely,Nevada,7,22,-8
186,03/01/2016,Eureka,Nevada,12,24,-7
187,03/01/2016,Las Vegas,Nevada,44,52,35
188,03/01/2016,Mercury,Nevada,39,47,30
189,03/01/2016,Reno,Nevada,22,29,15
190,03/01/2016,Winnemucca,Nevada,12,25,-1
191,03/01/2016,Concord,New Hampshire,34,39,29
192,03/01/2016,Mt. Washington,New Hampshire,60,60,60
193,03/01/2016,Atlantic City,New Jersey,36,46,26
194,03/01/2016,Newark,New Jersey,37,44,30
195,03/01/2016,Albuquerque,New Mexico,31,38,23
196,03/01/2016,Clayton,New Mexico,31,46,15
197,03/01/2016,Roswell,New Mexico,27,36,17
198,03/01/2016,Albany,New York,33,38,28
199,03/01/2016,Binghamton,New York,25,30,21
200,03/01/2016,Buffalo,New York,29,34,23
201,03/01/2016,Glens Falls,New York,33,37,29
202,03/01/2016,Islip,New York,37,44,30
203,03/01/2016,New York,New York,40,43,35
204,03/01/2016,Rochester,New York,28,34,22
205,03/01/2016,Syracuse,New York,29,34,23
206,03/01/2016,Asheville,North Carolina,39,46,30
207,03/01/2016,Cape Hatteras,North Carolina,50,56,44
208,03/01/2016,Charlotte,North Carolina,43,53,33
209,03/01/2016,Greensboro,North Carolina,41,51,31
210,03/01/2016,Hickory,North Carolina,43,53,32
211,03/01/2016,Raleigh/Durham,North Carolina,43,52,35
212,03/01/2016,Wilmington,North Carolina,48,56,40
213,03/01/2016,Bismarck,North Dakota,21,30,12
214,03/01/2016,Dickinson,North Dakota,20,30,9
215,03/01/2016,Fargo,North Dakota,20,28,12
216,03/01/2016,Grand Forks,North Dakota,19,28,10
217,03/01/2016,Williston,North Dakota,21,26,9
218,03/01/2016,Akron,Ohio,29,32,25
219,03/01/2016,Cleveland,Ohio,29,32,26
220,03/01/2016,Columbus,Ohio,31,35,26
221,03/01/2016,Dayton,Ohio,30,35,24
222,03/01/2016,Mansfield,Ohio,27,31,23
223,03/01/2016,Toledo,Ohio,29,31,25
224,03/01/2016,Youngstown/Warren,Ohio,28,32,24
225,03/01/2016,Gage,Oklahoma,33,47,18
226,03/01/2016,Oklahoma City,Oklahoma,35,46,24
227,03/01/2016,Ponca City,Oklahoma,33,47,20
228,03/01/2016,Tulsa,Oklahoma,36,48,24
229,03/01/2016,Astoria,Oregon,36,42,30
230,03/01/2016,Burns,Oregon,7,21,-6
231,03/01/2016,Eugene,Oregon,30,36,23
232,03/01/2016,Medford,Oregon,34,43,24
233,03/01/2016,Pendleton,Oregon,19,20,17
234,03/01/2016,Portland,Oregon,32,35,29
235,03/01/2016,Redmond,Oregon,15,24,6
236,03/01/2016,Salem,Oregon,32,38,25
237,03/01/2016,Allentown,Pennsylvania,34,41,25
238,03/01/2016,Erie,Pennsylvania,29,33,26
239,03/01/2016,Harrisburg,Pennsylvania,36,43,29
240,03/01/2016,Philadelphia,Pennsylvania,39,45,31
241,03/01/2016,Pittsburgh,Pennsylvania,31,35,27
242,03/01/2016,Wilkes-Barre/Scranton,Pennsylvania,32,35,28
243,03/01/2016,Williamsport,Pennsylvania,31,35,25
244,03/01/2016,San Juan,Puerto Rico,77,83,71
245,03/01/2016,Providence,Rhode Island,36,43,28
246,03/01/2016,Anderson,South Carolina,45,54,35
247,03/01/2016,Charleston,South Carolina,53,61,45
248,03/01/2016,Columbia,South Carolina,49,57,40
249,03/01/2016,Greer,South Carolina,45,55,35
250,03/01/2016,Aberdeen,South Dakota,18,29,7
251,03/01/2016,Huron,South Dakota,18,26,9
252,03/01/2016,Pierre,South Dakota,22,29,15
253,03/01/2016,Rapid City,South Dakota,24,37,11
254,03/01/2016,Sioux Falls,South Dakota,18,26,9
255,03/01/2016,Bristol/Jhnsn Cty/Kngsprt,Tennessee,34,44,24
256,03/01/2016,Chattanooga,Tennessee,40,48,31
257,03/01/2016,Clarksville,Tennessee,37,47,27
258,03/01/2016,Crossville,Tennessee,34,44,24
259,03/01/2016,Knoxville,Tennessee,36,45,27
260,03/01/2016,Memphis,Tennessee,40,51,29
261,03/01/2016,Nashville,Tennessee,39,50,28
262,03/01/2016,Oak Ridge,Tennessee,37,47,27
263,03/01/2016,Abilene,Texas,41,47,34
264,03/01/2016,Amarillo,Texas,34,45,22
265,03/01/2016,Austin/Bergstrom,Texas,46,53,40
266,03/01/2016,Austin/City,Texas,47,52,42
267,03/01/2016,Beaumont/Port Arthur,Texas,48,53,43
268,03/01/2016,Brownsville,Texas,47,50,42
269,03/01/2016,Childress,Texas,38,47,29
270,03/01/2016,College Station,Texas,48,53,43
271,03/01/2016,Corpus Christi,Texas,47,51,42
272,03/01/2016,Dalhart,Texas,35,50,19
273,03/01/2016,Dallas,Texas,44,51,36
274,03/01/2016,Dallas-Fort Worth,Texas,46,53,38
275,03/01/2016,Del Rio,Texas,47,51,42
276,03/01/2016,El Paso,Texas,37,44,31
277,03/01/2016,Fort Worth,Texas,44,52,36
278,03/01/2016,Galveston,Texas,49,52,44
279,03/01/2016,Houston,Texas,50,54,45
280,03/01/2016,Lubbock,Texas,34,43,25
281,03/01/2016,Midland,Texas,37,43,31
282,03/01/2016,San Angelo,Texas,42,48,35
283,03/01/2016,San Antonio,Texas,47,52,41
284,03/01/2016,Victoria,Texas,47,52,42
285,03/01/2016,Waco,Texas,45,51,39
286,03/01/2016,Wichita Falls,Texas,40,48,31
287,03/01/2016,Salt Lake City,Utah,15,24,7
288,03/01/2016,Blacksburg,VA,41,49,33
289,03/01/2016,Burlington,Vermont,31,35,26
290,03/01/2016,Lynchburg,Virginia,39,49,29
291,03/01/2016,Norfolk,Virginia,45,51,39
292,03/01/2016,Richmond,Virginia,41,51,30
293,03/01/2016,Roanoke,Virginia,41,49,33
294,03/01/2016,Wallops Island,Virginia,41,49,33
295,03/01/2016,Washington,Virginia,41,49,33
296,03/01/2016,Deer Park,Washington,10,22,-2
297,03/01/2016,Ephrata,Washington,12,20,3
298,03/01/2016,Olympia,Washington,26,37,14
299,03/01/2016,Quillayute,Washington,34,46,22
300,03/01/2016,Seattle,Washington,35,42,28
301,03/01/2016,Spokane,Washington,12,20,3
302,03/01/2016,Yakima,Washington,16,24,8
303,03/01/2016,Beckley,West Virginia,33,40,26
304,03/01/2016,Charleston,West Virginia,37,43,31
305,03/01/2016,Elkins,West Virginia,32,38,27
306,03/01/2016,Huntington,West Virginia,36,43,28
307,03/01/2016,Green Bay,Wisconsin,23,28,17
308,03/01/2016,La Crosse,Wisconsin,25,32,17
309,03/01/2016,Madison,Wisconsin,24,29,18
310,03/01/2016,Milwaukee,Wisconsin,26,30,21
311,03/01/2016,Casper,Wyoming,21,28,13
312,03/01/2016,Cheyenne,Wyoming,23,38,7
313,03/01/2016,Lander,Wyoming,11,21,0
314,03/01/2016,Rawlins,Wyoming,3,19,-13
315,03/01/2016,Sheridan,Wyoming,22,36,7
316,10/01/2016,Birmingham,Alabama,44,52,36
317,10/01/2016,Huntsville,Alabama,43,50,34
318,10/01/2016,Mobile,Alabama,49,57,39
319,10/01/2016,Montgomery,Alabama,47,55,38
320,10/01/2016,Anchorage,Alaska,28,33,22
321,10/01/2016,Annette,Alaska,36,43,27
322,10/01/2016,Bethel,Alaska,28,35,21
323,10/01/2016,Bettles,Alaska,6,19,-2
324,10/01/2016,Cold Bay,Alaska,32,35,29
325,10/01/2016,Cordova,Alaska,35,42,29
326,10/01/2016,Delta Junction/Ft Greely,Alaska,13,17,9
327,10/01/2016,Fairbanks,Alaska,2,12,-7
328,10/01/2016,Gulkana,Alaska,0,7,-6
329,10/01/2016,Homer,Alaska,37,42,31
330,10/01/2016,Iliamna,Alaska,37,41,33
331,10/01/2016,Juneau,Alaska,27,31,22
332,10/01/2016,Kenai,Alaska,30,35,25
333,10/01/2016,Ketchikan,Alaska,34,39,28
334,10/01/2016,King Salmon,Alaska,35,41,29
335,10/01/2016,Kodiak,Alaska,37,41,33
336,10/01/2016,Kotzebue,Alaska,23,27,18
337,10/01/2016,Mc Grath,Alaska,14,24,4
338,10/01/2016,Nome,Alaska,29,32,24
339,10/01/2016,Northway,Alaska,-13,-8,-19
340,10/01/2016,Palmer,Alaska,27,36,21
341,10/01/2016,Petersburg,Alaska,60,60,60
342,10/01/2016,Puntilla Lake,Alaska,60,60,60
343,10/01/2016,Shemya,Alaska,60,60,60
344,10/01/2016,Sitka,Alaska,39,43,33
345,10/01/2016,Skagway,Alaska,33,36,29
346,10/01/2016,St Paul Island,Alaska,32,36,29
347,10/01/2016,Talkeetna,Alaska,24,32,16
348,10/01/2016,Tanana,Alaska,9,16,1
349,10/01/2016,Utqiagvik (Barrow),Alaska,8,16,0
350,10/01/2016,Yakutat,Alaska,33,39,25
351,10/01/2016,Douglas Bisbee,Arizona,41,52,30
352,10/01/2016,Kingman,Arizona,42,49,34
353,10/01/2016,Phoenix,Arizona,52,57,47
354,10/01/2016,Tucson,Arizona,48,56,41
355,10/01/2016,Winslow,Arizona,35,45,25
356,10/01/2016,Fort Smith,Arkansas,38,44,30
357,10/01/2016,Harrison,Arkansas,34,42,26
358,10/01/2016,North Little Rock,Arkansas,40,47,32
359,10/01/2016,Bakersfield,California,51,58,43
360,10/01/2016,Bishop,California,36,48,24
361,10/01/2016,China Lake,California,43,52,34
362,10/01/2016,Concord,California,49,54,44
363,10/01/2016,Eureka,California,49,55,42
364,10/01/2016,Fresno,California,47,54,41
365,10/01/2016,Hayward,California,51,56,46
366,10/01/2016,Long Beach,California,55,62,48
367,10/01/2016,Los Angeles,California,55,60,49
368,10/01/2016,Red Bluff,California,46,51,42
369,10/01/2016,Redding,California,45,51,40
370,10/01/2016,Sacramento,California,48,53,41
371,10/01/2016,Salinas,California,51,56,45
372,10/01/2016,San Diego,California,57,61,53
373,10/01/2016,San Francisco,California,51,54,47
374,10/01/2016,Sandberg,California,39,43,34
375,10/01/2016,Santa Barbara,California,54,60,47
376,10/01/2016,Santa Maria,California,53,60,45
377,10/01/2016,Stockton,California,47,53,40
378,10/01/2016,Alamosa,Colorado,14,27,1
379,10/01/2016,Colorado Springs,Colorado,29,39,18
380,10/01/2016,Craig,Colorado,15,26,5
381,10/01/2016,Denver,Colorado,27,37,16
382,10/01/2016,Grand Junction,Colorado,26,33,18
383,10/01/2016,Pueblo,Colorado,28,42,14
384,10/01/2016,Bridgeport,Connecticut,33,43,23
385,10/01/2016,Windsor Locks,Connecticut,29,41,17
386,10/01/2016,Newark,DE,35,45,25
387,10/01/2016,Wilmington,Delaware,35,45,25
388,10/01/2016,Daytona Beach,Florida,63,70,56
389,10/01/2016,Fort Lauderdale,Florida,70,77,62
390,10/01/2016,Gainesville,Florida,56,64,47
391,10/01/2016,Jacksonville,Florida,53,59,46
392,10/01/2016,Key West,Florida,72,76,68
393,10/01/2016,Miami,Florida,70,77,63
394,10/01/2016,Orlando,Florida,63,70,54
395,10/01/2016,Pensacola,Florida,51,58,42
396,10/01/2016,Tallahassee,Florida,54,62,45
397,10/01/2016,Tampa,Florida,63,71,55
398,10/01/2016,Vero Beach,Florida,65,73,57
399,10/01/2016,West Palm Beach,Florida,68,75,60
400,10/01/2016,Alma,Georgia,49,58,40
401,10/01/2016,Athens,Georgia,42,50,33
402,10/01/2016,Atlanta,Georgia,43,50,35
403,10/01/2016,Augusta,Georgia,45,54,36
404,10/01/2016,Macon,Georgia,46,53,37
405,10/01/2016,Savannah,Georgia,49,57,41
406,10/01/2016,Hilo,Hawaii,73,83,63
407,10/01/2016,Honolulu,Hawaii,74,81,67
408,10/01/2016,Kahului,Hawaii,72,82,62
409,10/01/2016,Kaunakakai,Hawaii,72,80,64
410,10/01/2016,Lihue,Hawaii,73,80,66
411,10/01/2016,Boise,Idaho,33,39,27
412,10/01/2016,Lewiston,Idaho,36,40,30
413,10/01/2016,Pocatello,Idaho,30,35,24
414,10/01/2016,Chicago,Illinois,29,35,22
415,10/01/2016,Moline,Illinois,26,33,19
416,10/01/2016,Peoria,Illinois,30,36,22
417,10/01/2016,Quincy,Illinois,28,36,20
418,10/01/2016,Rockford,Illinois,26,32,20
419,10/01/2016,Springfield,Illinois,35,38,23
420,10/01/2016,Evansville,Indiana,36,45,26
421,10/01/2016,Fort Wayne,Indiana,31,40,21
422,10/01/2016,Indianapolis,Indiana,34,42,25
423,10/01/2016,South Bend,Indiana,27,36,18
424,10/01/2016,Cedar Rapids,Iowa,22,28,15
425,10/01/2016,Des Moines,Iowa,23,29,16
426,10/01/2016,Dubuque,Iowa,22,28,16
427,10/01/2016,Sioux City,Iowa,21,28,15
428,10/01/2016,Waterloo,Iowa,20,26,14
429,10/01/2016,Concordia,Kansas,26,33,17
430,10/01/2016,Dodge City,Kansas,31,39,22
431,10/01/2016,Goodland,Kansas,28,39,15
432,10/01/2016,Medicine Lodge,Kansas,31,37,23
433,10/01/2016,Topeka,Kansas,28,35,21
434,10/01/2016,Wichita,Kansas,30,37,23
435,10/01/2016,Covington,Kentucky,35,45,25
436,10/01/2016,Jackson,Kentucky,38,48,28
437,10/01/2016,Lexington,Kentucky,36,46,26
438,10/01/2016,Louisville,Kentucky,39,48,29
439,10/01/2016,Paducah,Kentucky,36,45,26
440,10/01/2016,Baton Rouge,Louisiana,51,60,41
441,10/01/2016,Lake Charles,Louisiana,51,61,41
442,10/01/2016,New Orleans,Louisiana,54,61,47
443,10/01/2016,Shreveport,Louisiana,46,54,37
444,10/01/2016,Slidell,Louisiana,51,61,40
445,10/01/2016,Bangor,Maine,22,34,9
446,10/01/2016,Caribou,Maine,18,26,9
447,10/01/2016,Portland,Maine,27,37,16
448,10/01/2016,Baltimore,Maryland,35,44,26
449,10/01/2016,Salisbury,Maryland,39,49,27
450,10/01/2016,Boston,Massachusetts,33,41,25
451,10/01/2016,Milton,Massachusetts,60,60,60
452,10/01/2016,Worcester,Massachusetts,28,36,19
453,10/01/2016,Alpena,Michigan,24,33,14
454,10/01/2016,Detroit,Michigan,31,39,22
455,10/01/2016,Flint,Michigan,30,39,21
456,10/01/2016,Grand Rapids,Michigan,29,36,22
457,10/01/2016,Houghton Lake,Michigan,24,32,16
458,10/01/2016,Lansing,Michigan,28,36,21
459,10/01/2016,Marquette,Michigan,21,27,16
460,10/01/2016,Muskegon,Michigan,30,37,22
461,10/01/2016,Sault Ste Marie,Michigan,25,31,18
462,10/01/2016,Duluth,Minnesota,16,23,8
463,10/01/2016,International Falls,Minnesota,14,20,7
464,10/01/2016,Minneapolis,Minnesota,19,25,12
465,10/01/2016,Rochester,Minnesota,17,23,11
466,10/01/2016,St Cloud,Minnesota,17,22,8
467,10/01/2016,Greenville,Mississippi,42,50,35
468,10/01/2016,Greenwood,Mississippi,43,53,32
469,10/01/2016,Gulfport,Mississippi,51,59,41
470,10/01/2016,Hattiesburg,Mississippi,47,58,35
471,10/01/2016,Jackson,Mississippi,46,55,36
472,10/01/2016,Meridian,Mississippi,45,53,33
473,10/01/2016,Tupelo,Mississippi,40,49,30
474,10/01/2016,Cape Girardeau,Missouri,35,43,27
475,10/01/2016,Columbia,Missouri,31,38,23
476,10/01/2016,Kansas City,Missouri,28,35,21
477,10/01/2016,Rolla/Vichy,Missouri,31,38,23
478,10/01/2016,Springfield,Missouri,32,39,25
479,10/01/2016,St Joseph,Missouri,26,32,19
480,10/01/2016,St Louis,Missouri,34,42,26
481,10/01/2016,Billings,Montana,23,29,15
482,10/01/2016,Butte,Montana,18,27,9
483,10/01/2016,Cut Bank,Montana,10,21,2
484,10/01/2016,Dillon,Montana,19,27,13
485,10/01/2016,Glasgow,Montana,11,17,3
486,10/01/2016,Great Falls,Montana,15,23,7
487,10/01/2016,Havre,Montana,9,18,0
488,10/01/2016,Helena,Montana,16,23,7
489,10/01/2016,Kalispell,Montana,22,27,17
490,10/01/2016,Miles City,Montana,13,25,0
491,10/01/2016,Missoula,Montana,21,26,15
492,10/01/2016,Grand Island,Nebraska,22,30,14
493,10/01/2016,Lincoln,Nebraska,24,31,17
494,10/01/2016,Norfolk,Nebraska,20,28,12
495,10/01/2016,North Platte,Nebraska,25,35,15
496,10/01/2016,Omaha,Nebraska,23,29,16
497,10/01/2016,Scottsbluff,Nebraska,21,31,9
498,10/01/2016,Sidney,Nebraska,20,31,9
499,10/01/2016,Valentine,Nebraska,17,27,7
500,10/01/2016,Ely,Nevada,22,30,12
501,10/01/2016,Eureka,Nevada,25,34,17
502,10/01/2016,Las Vegas,Nevada,48,54,43
503,10/01/2016,Mercury,Nevada,42,48,36
504,10/01/2016,Reno,Nevada,33,40,26
505,10/01/2016,Winnemucca,Nevada,30,36,23
506,10/01/2016,Concord,New Hampshire,25,38,13
507,10/01/2016,Mt. Washington,New Hampshire,60,60,60
508,10/01/2016,Atlantic City,New Jersey,35,46,23
509,10/01/2016,Newark,New Jersey,34,44,24
510,10/01/2016,Albuquerque,New Mexico,35,40,28
511,10/01/2016,Clayton,New Mexico,31,41,21
512,10/01/2016,Roswell,New Mexico,31,39,23
513,10/01/2016,Albany,New York,27,38,16
514,10/01/2016,Binghamton,New York,25,34,15
515,10/01/2016,Buffalo,New York,29,37,20
516,10/01/2016,Glens Falls,New York,24,34,14
517,10/01/2016,Islip,New York,34,44,24
518,10/01/2016,New York,New York,37,44,29
519,10/01/2016,Rochester,New York,29,37,20
520,10/01/2016,Syracuse,New York,27,37,15
521,10/01/2016,Asheville,North Carolina,37,46,27
522,10/01/2016,Cape Hatteras,North Carolina,51,56,45
523,10/01/2016,Charlotte,North Carolina,40,49,30
524,10/01/2016,Greensboro,North Carolina,37,45,30
525,10/01/2016,Hickory,North Carolina,37,46,28
526,10/01/2016,Raleigh/Durham,North Carolina,40,47,33
527,10/01/2016,Wilmington,North Carolina,47,54,39
528,10/01/2016,Bismarck,North Dakota,10,19,0
529,10/01/2016,Dickinson,North Dakota,11,19,2
530,10/01/2016,Fargo,North Dakota,12,19,4
531,10/01/2016,Grand Forks,North Dakota,8,15,1
532,10/01/2016,Williston,North Dakota,10,20,3
533,10/01/2016,Akron,Ohio,31,40,21
534,10/01/2016,Cleveland,Ohio,32,41,22
535,10/01/2016,Columbus,Ohio,31,41,21
536,10/01/2016,Dayton,Ohio,32,42,22
537,10/01/2016,Mansfield,Ohio,31,41,20
538,10/01/2016,Toledo,Ohio,29,39,19
539,10/01/2016,Youngstown/Warren,Ohio,29,39,18
